0,1,2,3,4
Round,train_losses,train_accs,val_Losses,val_accs
0,-1,-1,-1,-1
1,-1,-1,-1,-1
2,-1,-1,-1,-1
3,-1,-1,-1,-1
4,-1,-1,-1,-1
5,1.1198004429050952,0.5953757211652105,1.1526014418960306,0.6069364230756815
6,2.0441438414457904,0.09682080927008839,2.055223820526476,0.09248554934828268
7,2.043748308468416,0.2731213871109692,2.07673822799859,0.27167630316205105
8,1.893913801694881,0.22398844033996493,1.9129988788869339,0.21387283245607608
9,1.8422573908216002,0.36271676352258364,1.8814439311881974,0.3526011579643095
10,1.685380876408836,0.348265896126025,1.7056088302865884,0.3468208111435003
11,1.6249904942650326,0.47398843896182286,1.6681263805124802,0.46820809334688795
12,1.5192916303700794,0.4797687861271676,1.5414600647942869,0.49132948063012494
13,1.4503425104769667,0.5635838146843662,1.494774358810028,0.5491329545230534
14,1.3386073512148995,0.5852601169850785,1.3637969983106404,0.5780346879380287
15,1.32107412815094,0.6112716745779004,1.3660698240202975,0.6011560755658012
16,1.201592661741841,0.6372832363051486,1.2281686102034728,0.6589595423957516
17,1.2065224392565688,0.6473988456533134,1.2502350131900324,0.6300578082917053
18,1.0955235200121223,0.6907514457757762,1.124794457000115,0.6994219708304874
19,1.122879147529602,0.6705202329365504,1.1650202494825241,0.6531791959194778
20,0.9949461993454509,0.726878612716763,1.0240419128037601,0.705202315239548
21,0.8916364088223848,0.7760115606936416,0.9340088725779098,0.739884397887081
22,0.7853823517788352,0.8179190744554377,0.819787586355485,0.77456647777833
23,0.802104167855544,0.8078034675190214,0.8428229358843985,0.763005784481247
24,0.7378726522357477,0.839595377445221,0.7743699426595876,0.7919075175516868
25,0.726968901350319,0.8395953746889367,0.7676141792639143,0.786127171764484
26,0.26350283045644707,0.9421965300692299,0.3022907956831717,0.9190751458868126
27,0.382928851539689,0.9219653196417528,0.4270728910934029,0.8901734121273018
28,0.28779394416450765,0.9378612716763006,0.33033303012048576,0.9190751455422771
29,0.32285788775868496,0.9320809252000268,0.36806478743263754,0.8959537582590401
30,0.28278959589886526,0.9364161863492403,0.3279440893947734,0.9190751455422771
31,0.2926402961070827,0.9364161863492403,0.3395303291392464,0.9190751455422771
32,0.26941672415402584,0.9407514464648473,0.31635579673541075,0.9190751455422771
33,0.2851562717057377,0.942196530758301,0.335728939730308,0.9132947987214678
34,0.25309814211261067,0.9450867065804542,0.30158407641628576,0.9190751462313481
35,0.2556025325562913,0.9436416174635033,0.3071773012593991,0.9190751445086706
36,0.24343046614889466,0.9436416184971098,0.29549246750815067,0.9190751462313481
37,0.2529366050841491,0.9436416188416453,0.30615057938360757,0.9190751465758836
38,0.22548930114404314,0.9494219642843125,0.2801687348784739,0.9248554920185508
39,0.24372508897946749,0.9436416198752519,0.2972526712224663,0.9190751458868126
40,0.21547586190907253,0.9494219632507059,0.2708279306144384,0.9306358391838956
41,0.13597161284071863,0.9725433505339429,0.1834105853572746,0.9537572271562036
42,0.1594991249845207,0.9624277435975268,0.21068517407240894,0.9479768793017878
43,0.1418000525132769,0.9696531771235384,0.1949663838382401,0.9537572261225971
44,0.14273848509512885,0.9696531771235384,0.19607999438495305,0.9537572257780615
45,0.13568690574238065,0.968208090418336,0.18667541349554337,0.9537572261225971
46,0.13177938948821472,0.9725433515675496,0.18579980584582842,0.9537572261225971
47,0.1323930126738686,0.9682080938636912,0.18508330693823755,0.9537572257780615
48,0.12161597131476926,0.9768786116831565,0.17590616367800388,0.9595375725988707
49,0.11775165184729361,0.9783236994219653,0.17183411043847915,0.9653179197642155
50,0.1161102019896397,0.9783236983883588,0.17026348188088808,0.9653179197642155
51,0.22466691010604703,0.9479768799908589,0.2747017636981314,0.9421965324809786
52,0.2708548745840271,0.9450867065804542,0.3174285134139089,0.9421965328255141
53,0.28021534812243687,0.9436416188416453,0.324840570633122,0.9421965317919075
54,0.28313923485017234,0.9407514433640276,0.326621540709038,0.9421965328255141
55,0.2803978125828539,0.9378612720208361,0.3240638501037752,0.9421965331700496
56,0.28423704060515914,0.9378612730544427,0.3284939504255449,0.9421965317919075
57,0.2709158431587881,0.9378612709872295,0.3149689956207496,0.9421965328255141
58,0.2704852063187285,0.9364161832484207,0.31405018778205607,0.9421965328255141
59,0.264367505477343,0.9364161839374917,0.3099440157930286,0.9421965328255141
60,0.26434774016369283,0.9349710972322894,0.3106400560092375,0.9421965324809786
61,0.2297416075288905,0.9436416188416453,0.28357321437383665,0.9479768786127167
62,0.22907996694476618,0.9407514454312407,0.2811744201045505,0.9479768793017878
63,0.22106374826045394,0.9436416167744323,0.274897447900276,0.9479768789572522
64,0.21675920701784895,0.9436416188416453,0.27088443874623735,0.9479768796463233
65,0.21688605018089271,0.9436416184971098,0.27109144188765155,0.9479768793017878
66,0.21011918163023932,0.9465317908739079,0.26636770798291776,0.9479768796463233
67,0.20198285674428665,0.9465317932856565,0.25670788295007163,0.9479768793017878
68,0.2021396221280787,0.94653179225205,0.25759206565818343,0.9479768803353944
69,0.20184048588220785,0.9479768765455037,0.25794526572861426,0.9479768786127167
70,0.20127187720957518,0.945086703135099,0.25788160572851326,0.9479768796463233
71,0.2025569789326949,0.9421965317919075,0.2593514381805596,0.9479768786127167
72,0.19686067087112824,0.9436416178080388,0.25447864718519886,0.9479768793017878
73,0.18352196309607843,0.9479768765455037,0.24125871113959074,0.9537572264671326
74,0.1874749781079375,0.9479768765455037,0.24571858200034655,0.9537572257780615
75,0.18006361374965293,0.9508670513340504,0.239275669259143,0.9537572264671326
76,0.1349858697180803,0.9624277446311333,0.19823603960820016,0.9710982669295604
77,0.11193244874132852,0.9667630037131337,0.17414469569060154,0.9710982665850248
