round,test_acc,test_loss,train_loss,val_loss,train_acc,val_acc
0,0.8212,0.8733766925811768,0.8962731188933055,0.8950559666554131,0.8195416666666667,0.8182500000000001
1,0.8212,0.8733766887664794,0.8962731156746546,0.8950558909177779,0.8195416666666667,0.8182500000000001
2,0.8212,0.8733766887664794,0.8962731167078016,0.8950557988882065,0.8195416666666667,0.8182500000000001
3,0.9025,0.33386644167900087,0.3527615369458995,0.36244096528117853,0.8971666666666667,0.8930833333333333
4,0.9025,0.3338664399385452,0.3527615340302388,0.36244075456882513,0.8971666666666667,0.8930833333333333
5,0.9025,0.3338664400100708,0.35276153776546326,0.3624401888748009,0.8971666666666667,0.8930833333333333
6,0.9182,0.2793159471035004,0.2919699531570077,0.30500780658982696,0.9135833333333334,0.9080833333333334
7,0.9182,0.27931594734191895,0.2919699425896009,0.305008204045395,0.9135833333333334,0.9080833333333334
8,0.9182,0.2793159529209137,0.29196995676060505,0.3050076530128717,0.9135833333333334,0.9080833333333334
9,0.9253,0.2510039317309856,0.2568357095718383,0.2763736620359124,0.9249791666666667,0.9152499999999997
10,0.9253,0.25100393033623697,0.25683571164558333,0.2763741424800829,0.9249791666666667,0.9152499999999997
11,0.9253,0.251003929567337,0.25683570110549536,0.27637435067072513,0.9249791666666667,0.9152499999999997
12,0.9343,0.22438291748762132,0.22891881058861802,0.246270831198742,0.9331875000000002,0.9255833333333333
13,0.9343,0.22438291764259338,0.22891880790889269,0.24627057254904267,0.9331875000000002,0.9255833333333333
14,0.9343,0.2243829167366028,0.22891881026575955,0.24627042038924987,0.9331875000000002,0.9255833333333333
15,0.9396,0.20425981249660252,0.20766358533563717,0.22880007373572636,0.9392083333333333,0.9301666666666669
16,0.9396,0.20425981316566466,0.20766358341525,0.2287998849457751,0.9392083333333333,0.9301666666666669
17,0.9396,0.20425981429219245,0.20766358393927414,0.22879969212195525,0.9392083333333333,0.9301666666666669
18,0.9419,0.1955657252907753,0.19750769392525155,0.2209136661021039,0.9426041666666666,0.9332499999999999
19,0.9419,0.19556573013067247,0.19750768441831068,0.22091373740198708,0.9426041666666666,0.9332499999999999
20,0.9419,0.1955657283484936,0.19750769773125648,0.22091345678828653,0.9426041666666666,0.9332499999999999
21,0.9444,0.18471194244623185,0.18381127198040484,0.20667524969081083,0.9464166666666664,0.9385833333333332
22,0.9444,0.18471194182634354,0.1838112628745536,0.20667605139439302,0.9464166666666664,0.9385833333333332
23,0.9444,0.18471194081306458,0.1838112734680374,0.2066757852809193,0.9464166666666664,0.9385833333333332
24,0.9493,0.1675369457125664,0.1674757338824371,0.1912907242910005,0.9517916666666666,0.9405
25,0.9493,0.16753694022893906,0.16747572944375375,0.19129130797709024,0.9517916666666666,0.9405
26,0.9493,0.16753694080114365,0.16747573102700217,0.1912915376690992,0.9517916666666666,0.9405
27,0.9525,0.15615790317058564,0.1563173992115384,0.18038172524841503,0.9543958333333334,0.9452499999999998
28,0.9525,0.15615790108442307,0.1563174025161812,0.18038225043471903,0.9543958333333334,0.9452499999999998
29,0.9525,0.15615790247917175,0.15631739470611014,0.18038154538239667,0.9543958333333334,0.9452499999999998
30,0.9509,0.15717206796407698,0.15394400309088327,0.17834999227523804,0.9546666666666668,0.9456666666666667
31,0.9509,0.15717206653356552,0.15394399421662092,0.17835071667625255,0.9546666666666668,0.9456666666666667
32,0.9509,0.15717206807285547,0.15394398388514915,0.17835041913855817,0.9546666666666668,0.9456666666666667
33,0.9523,0.15376172009706499,0.15185838808553914,0.1787698864846413,0.9556249999999997,0.9470833333333334
34,0.9523,0.15376171759068966,0.15185838926459347,0.1787698366912857,0.9556249999999997,0.9470833333333334
35,0.9523,0.15376171951293946,0.1518583909676721,0.17876975132323183,0.9556249999999997,0.9470833333333334
36,0.9547,0.147734162324667,0.14407729711507755,0.17052290905949968,0.9582499999999999,0.9482499999999999
37,0.9547,0.1477341631293297,0.14407728854411594,0.17052338301840558,0.9582499999999999,0.9482499999999999
38,0.9547,0.14773416163921357,0.14407729490489393,0.17052375212614426,0.9582499999999999,0.9482499999999999
39,0.9545,0.14709618209898473,0.14233082838884245,0.1694277964057401,0.9589375,0.9498333333333331
40,0.9545,0.14709617874026298,0.1423308342110055,0.16942777963549205,0.9589375,0.9498333333333331
41,0.9545,0.14709618109166622,0.1423308314951137,0.16942775539572666,0.9589375,0.9498333333333331
42,0.9559,0.14158141282200815,0.13696923014894125,0.16391014365263984,0.9608125,0.9502500000000002
43,0.9559,0.14158142809271812,0.13696922359149907,0.16391041030476725,0.9608125,0.9502500000000002
44,0.9559,0.1415814287751913,0.13696921749475102,0.16391003634105442,0.9608125,0.9502500000000002
45,0.9569,0.14159468015432358,0.13463122531274957,0.1620435744361797,0.9619791666666665,0.9512500000000005
46,0.9569,0.14159469370245933,0.13463121842127293,0.16204311934971088,0.9619791666666665,0.9512500000000005
