round,test_acc,test_loss,train_loss,val_loss,train_acc,val_acc
0,0.8195,0.8729585510253907,0.896098338762919,0.8954292774200439,0.8177916666666666,0.8160833333333335
1,0.8195,0.8729585485458374,0.896098342180252,0.8954290265043575,0.8177916666666666,0.8160833333333335
2,0.8195,0.8729585599899292,0.8960983349879584,0.8954296473463379,0.8177916666666666,0.8160833333333335
3,0.8195,0.8729585605621338,0.8960983310937887,0.8954294541279474,0.8177916666666666,0.8160833333333335
4,0.8195,0.8729585510253907,0.8960983283122381,0.8954296032786372,0.8177916666666666,0.8160833333333335
5,0.8195,0.8729585468292236,0.8960983278354008,0.8954292947053908,0.8177916666666666,0.8160833333333335
6,0.9143,0.2879400623202324,0.2999868450537324,0.3153646831735969,0.9106874999999999,0.905416666666667
7,0.9143,0.28794006696939467,0.29998684091866007,0.3153645915488401,0.9106874999999999,0.9053333333333335
8,0.9143,0.28794006204605105,0.2999868408714732,0.31536425995081646,0.9106874999999999,0.9053333333333335
9,0.9143,0.28794006132483485,0.2999868589093288,0.3153641926509637,0.9106874999999999,0.9053333333333335
10,0.9143,0.28794005987644194,0.2999868420809507,0.3153640614847342,0.9106874999999999,0.9053333333333335
11,0.9143,0.2879400630950928,0.2999868428359429,0.3153648590768378,0.9106874999999999,0.9053333333333335
12,0.9288,0.24169447238445282,0.24512824623286722,0.2662729259842696,0.929020833333333,0.9196666666666666
13,0.9288,0.24169447190761567,0.24512824688106777,0.2662738320290421,0.929020833333333,0.9196666666666666
