round,test_acc,test_loss,train_loss,val_loss,train_acc,val_acc
0,0.8282,0.8774036251068115,0.8998637668710006,0.9000664168700835,0.8247587719298247,0.8256140350877192
1,0.8282,0.8774036269187927,0.8994151666164397,0.8994306667327884,0.8249499999999997,0.8264000000000001
2,0.8282,0.8774036315917969,0.8996905982494354,0.9005408449683869,0.8251190476190473,0.8235714285714285
3,0.8282,0.8774036218643189,0.8991883468031885,0.8990592442750929,0.8257499999999997,0.8256249999999999
4,0.8282,0.8774036273956299,0.8987880530468252,0.8994731632498806,0.8275581395348838,0.8268604651162792
5,0.8282,0.8774036314964294,0.9012948750365865,0.9000266064838929,0.8257386363636364,0.8263636363636365
6,0.9127,0.2947477195739746,0.3074021617919206,0.315553099681437,0.9092749999999996,0.9089000000000002
7,0.9127,0.2947477289557457,0.3119272813959555,0.3194458830234679,0.9087272727272724,0.9061818181818184
8,0.9127,0.2947477306365967,0.3121842735122751,0.3039753017491764,0.9081712962962959,0.9092592592592594
9,0.9127,0.29474773187637326,0.3096032689240845,0.31286485690284854,0.9092613636363637,0.9087499999999998
10,0.9127,0.2947477288156748,0.3083373428530553,0.3232669485959353,0.9094362745098037,0.9084313725490194
11,0.9127,0.29474772855043413,0.31018788880606496,0.3333932797561089,0.9094374999999998,0.9052500000000001
12,0.9241,0.2477276213645935,0.25721497862721265,0.2757958172284999,0.9245108695652177,0.9163043478260873
13,0.9241,0.24772762105464935,0.2577100100842389,0.272908533862792,0.9236363636363635,0.9182954545454546
14,0.9241,0.2477276234984398,0.2583053224289726,0.27056643159594385,0.9245043103448276,0.9185344827586212
15,0.9241,0.24772762207984925,0.2630658520391938,0.2855939728810879,0.9229661016949151,0.9148305084745761
16,0.9241,0.24772762069702148,0.2749451720547573,0.2728441499616822,0.9201293103448276,0.9175862068965519
17,0.9241,0.24772762262821196,0.2684114529630717,0.273193778464315,0.9222794117647058,0.9160784313725492
18,0.933,0.2264867639541626,0.23363529206907502,0.2549770143071309,0.932473404255319,0.9278723404255318
19,0.933,0.2264867665886879,0.23397744011696223,0.25581626830552273,0.933632075471698,0.9260377358490565
20,0.933,0.22648676483035088,0.24258671319112196,0.24839939752976145,0.9304910714285715,0.9294642857142854
21,0.933,0.22648676705360413,0.23273969851252513,0.25202305559432364,0.933384146341463,0.9278048780487803
22,0.933,0.22648676495552064,0.2312762559855238,0.2495181690509174,0.9329787234042558,0.9270212765957448
23,0.933,0.22648676673173904,0.23722558965773452,0.26080773872306706,0.9311160714285716,0.9262500000000001
24,0.9367,0.21273693089485168,0.22315378700116914,0.2344090755852605,0.9348214285714288,0.9366071428571427
25,0.9367,0.2127369313120842,0.23135282599951246,0.23192567921590881,0.9336228813559322,0.9342372881355938
26,0.9367,0.21273693101406096,0.22626688569445497,0.229917278663594,0.9345738636363644,0.9342045454545452
27,0.9367,0.21273693149089815,0.2300350578563909,0.23539116122662865,0.9344010416666667,0.9344791666666671
28,0.9367,0.21273691971302033,0.23240468131843958,0.2490252046190047,0.9362499999999999,0.930625
29,0.9367,0.21273693158626555,0.2216532090707467,0.24188826366372493,0.9369951923076925,0.9330769230769232
30,0.9382,0.20880990217924117,0.2232682969356361,0.24419340869371334,0.9377445652173912,0.9314130434782607
31,0.9382,0.20880990251004697,0.22717270736538225,0.2361116120428778,0.9366071428571429,0.9311904761904761
32,0.9382,0.2088099005460739,0.22280948868971698,0.22613926991383193,0.9366581632653063,0.9338775510204083
33,0.9382,0.2088099047958851,0.2172785708294422,0.24395861061893545,0.939699074074074,0.9314814814814816
34,0.9382,0.20880990312099457,0.23144497429837982,0.23557484603581993,0.9362244897959185,0.9331632653061225
35,0.9382,0.20880990542173386,0.2311598810434659,0.26252320401192175,0.9365159574468088,0.9267021276595742
36,0.9379,0.21119591454267503,0.22434562101960184,0.24243980239890517,0.9392499999999998,0.931625
37,0.9379,0.21119591724872588,0.2216714893177498,0.24119500547322592,0.9388372093023258,0.9323255813953487
38,0.9379,0.21119591882228853,0.2284049099946724,0.2561610476289164,0.9381127450980393,0.929803921568627
39,0.9379,0.21119591631144286,0.22177597309897334,0.24430235599012423,0.9382708333333336,0.9354166666666668
40,0.9379,0.21119591837376356,0.222543031950295,0.24474782836101952,0.9387250000000001,0.9331999999999999
41,0.9379,0.21119591706991195,0.22384932973462598,0.2468509203575187,0.9382608695652175,0.933478260869565
42,0.9369,0.2120609939455986,0.22413110240290945,0.253578881009643,0.9382211538461538,0.9315384615384616
43,0.9369,0.2120609947681427,0.23202691345455795,0.24742133744239325,0.9374734042553187,0.931595744680851
44,0.9369,0.2120609947681427,0.2274767904683035,0.24379790618046354,0.9364795918367345,0.9337755102040817
45,0.9369,0.21206099420785904,0.2340901481825858,0.2452959164235897,0.937109375,0.9325
46,0.9369,0.21206099421977997,0.23175986636240603,0.2546714546422521,0.9370550847457624,0.9319491525423731
47,0.9369,0.21206099495887756,0.22542154182461982,0.23792804355178263,0.9374468085106383,0.9382978723404254
48,0.9384,0.21226626659631728,0.23554773436423312,0.2528822669333857,0.9373404255319148,0.9344680851063829
49,0.9384,0.21226626586914063,0.23686126949354291,0.25502745620196776,0.9392261904761906,0.9294047619047618
50,0.9384,0.21226627012491225,0.22726329216090116,0.25724777110903096,0.9401363636363634,0.9323636363636364
51,0.9384,0.2122662673830986,0.23037752401422368,0.2550383553556167,0.9365681818181815,0.9334545454545455
52,0.9384,0.21226626844406127,0.23093811699348257,0.26367898784191696,0.9393292682926826,0.9324390243902442
53,0.9384,0.2122662695646286,0.23894768807291988,0.24739050387668735,0.9368333333333331,0.9348333333333331
54,0.9377,0.2152614483833313,0.23538587665121108,0.2531654549685532,0.9376508620689655,0.9351724137931036
55,0.9377,0.21526144341230394,0.22897750785667453,0.24652180802985096,0.9361874999999997,0.9367499999999997
56,0.9377,0.21526144549846649,0.23690823933267494,0.2582917302816917,0.9382627118644069,0.9323728813559322
57,0.9377,0.21526144572496414,0.2281483137607575,0.26123644687229,0.9383636363636362,0.9336363636363635
58,0.9377,0.21526144711971282,0.2304936515038898,0.26785053704520045,0.9388362068965518,0.931551724137931
59,0.9377,0.21526144638061523,0.22989867396490726,0.24837281959192095,0.9383967391304345,0.9357608695652171
60,0.9378,0.21953634948134423,0.2356000157699666,0.26958008700193276,0.9394602272727274,0.9295454545454546
61,0.9378,0.21953634841442107,0.22800226276450683,0.26682452833580056,0.9392777777777775,0.9308888888888889
62,0.9378,0.21953634679317474,0.2359367822076,0.24090422960978308,0.9366569767441861,0.9332558139534884
63,0.9378,0.21953635029196739,0.24352380967952997,0.2598983115550469,0.9372727272727275,0.9313636363636362
64,0.9378,0.21953634990453721,0.23515441353791033,0.2452485033912727,0.9364423076923077,0.9325
65,0.9378,0.21953634996414184,0.23865445203376257,0.24096115909182939,0.9362499999999994,0.9346226415094339
66,0.9382,0.22422197132110597,0.2388335647906472,0.27100733344374994,0.9385670731707316,0.9329268292682925
67,0.9382,0.22422197197675706,0.23779252648657684,0.2634367294450842,0.9371683673469388,0.934183673469388
68,0.9382,0.22422197141647338,0.24638091067655074,0.25132360473459836,0.936573275862069,0.9343103448275859
69,0.9382,0.22422197201102972,0.24708023097155227,0.2709807510905073,0.9373113207547166,0.9276415094339623
