round,test_acc,test_loss,train_loss,val_loss,train_acc,val_acc
0,0.783,0.9477065973281861,0.972533663310606,0.9722334245230203,0.7791181538911018,0.7824290955925894
1,0.8759,0.4819944776535034,0.49957735668345643,0.5026761952594967,0.8711462866764357,0.8695920147546216
2,0.8971,0.3703415173053741,0.3863734534732708,0.3932862257345834,0.8929498701541619,0.8895648493548025
3,0.905,0.33370479779243467,0.34997651761070675,0.35660942871706414,0.9003247566077829,0.898202940424905
4,0.9118,0.30556951334476473,0.31885898767809717,0.32818043858388346,0.9078299106514156,0.9029572800562634
5,0.9175,0.2888587795734405,0.3012256040587196,0.31368495807267593,0.9127236004807027,0.9075267749504442
6,0.9219,0.27231615817546845,0.280766783486015,0.29293075845599537,0.9176012653073643,0.9135667625407016
7,0.9261,0.26224304733276366,0.26781772593469994,0.28464483332978324,0.9227901985528014,0.9172899767818251
8,0.928,0.2524210636615753,0.2537278326406573,0.27208157221330426,0.9264476337339569,0.9206729157310534
9,0.9309,0.23975752928256988,0.24129387218923543,0.26464829179928795,0.9292184320697684,0.9225633062228679
10,0.9331,0.2317289743900299,0.23036790606708638,0.2560327638521852,0.9328759302630457,0.9247190355464788
11,0.9345,0.22705566647052766,0.22305481925969298,0.25020401589123736,0.9350336995525776,0.9257024612281072
12,0.937,0.21711890840530396,0.2149143802441251,0.23258785059055528,0.9360419268670007,0.9304108881534828
13,0.9389,0.2091009313106537,0.2034848453526555,0.2325689684860041,0.9398062309919955,0.9315914173300208
14,0.9408,0.2022989932537079,0.1990474627229119,0.22155517708438724,0.9412252434184293,0.9324279203715539
15,0.9409,0.19666491849124432,0.19513437751081036,0.21104041365819756,0.9410818535784895,0.9362773027097403
16,0.9417,0.19284630368351938,0.18930431835456446,0.20794481673605364,0.9428759337100175,0.9390232908140194
17,0.9416,0.18730925238132476,0.1845383101761717,0.21095591552021903,0.9439408228325925,0.936285918777577
18,0.9454,0.17942134600877763,0.17425020469857372,0.19868801917684586,0.9474364183945848,0.9422561765884547
19,0.947,0.17671622245907784,0.1694205961792305,0.19160592406384777,0.9497680263907783,0.9448116206978023
20,0.9466,0.17317626720666884,0.16281999231355507,0.18828657174102872,0.9510501830779409,0.943096077247051
21,0.9489,0.16756630586385726,0.15464427850484114,0.1902979979242278,0.954339284387154,0.9448061261801725
22,0.9493,0.16701767128705977,0.1543212319151174,0.18361840312439012,0.9548494706111308,0.9463463434094092
23,0.9505,0.16060635670423506,0.15053575213124207,0.17130584970906745,0.9548857322975539,0.9483093085924112
24,0.9508,0.15893360427618028,0.1442047828450266,0.1668033229336515,0.9554673210084748,0.9503454205115299
25,0.9534,0.15502370854765177,0.14317813651705857,0.15876879119014767,0.9564248780376273,0.9523041505276074
26,0.9524,0.15254340871572494,0.13738914737239794,0.15648544757486946,0.9583571631043758,0.9537810204541706
27,0.954,0.1497110449194908,0.13232304586147434,0.15766103826009967,0.9593534701165448,0.9529640905615154
28,0.9535,0.14600142360925675,0.13190504497896888,0.15194887270365956,0.9597019650111909,0.9544677757302069
29,0.9536,0.14622882812023164,0.12885951138520668,0.1575276766327439,0.9598534326667381,0.9535894493204726
30,0.9559,0.1439829320192337,0.12385338204188504,0.15561837433536013,0.9608492662111907,0.9540877219231487
31,0.9552,0.14106918055415155,0.1198757836587404,0.14727007738680462,0.9623459223612921,0.9561422252742113
32,0.9559,0.1373989562869072,0.11714730646438197,0.14923358459458577,0.9630178639781397,0.9571512257189582
33,0.9565,0.1369047076739371,0.11473741138208414,0.14645927023055186,0.9646814609339681,0.9566084279371572
34,0.9582,0.13499518744945527,0.11001426177000878,0.13411749845390744,0.9662577142835016,0.9605438587793769
35,0.9586,0.1324989373922348,0.1088802948835737,0.13674251446296745,0.967064698308475,0.9605145255760432
