round,test_acc,test_loss,train_loss,val_acc
0,0.8818,0.4374634298324585,0.45543708059853993,43.736666671435046
1,0.9101,0.30360645179748535,0.3198980801975561,45.060000010331485
2,0.9255,0.2533617970466614,0.26497840582997434,45.91000002066294
3,0.933,0.22191492216587066,0.22978267379723896,46.356666701634715
4,0.9389,0.19983979202508925,0.20552708623157812,46.63000004847842
5,0.9445,0.18118786599040032,0.18414124372152404,46.95333337068558
6,0.9473,0.1731153154373169,0.17237951052251474,47.08666671673458
7,0.9483,0.16549072841405868,0.1618991055161175,47.193333336512254
8,0.9536,0.15314614639282226,0.15009475495467584,47.42000005165735
9,0.9542,0.1497446536153555,0.14417109845768944,47.45333334445953
10,0.9549,0.1458705417096615,0.13895172116247578,47.53666667779287
11,0.9567,0.13872679102420807,0.13109091558972785,47.66333332856495
12,0.9581,0.13639353979825974,0.12662550723483115,47.74333335399626
13,0.9579,0.13314983511567116,0.12308473425648922,47.790000031789155
14,0.9589,0.13074832967221736,0.1182932337061528,47.833333384990695
15,0.9603,0.12860563364326955,0.11563224596970963,47.88000005404155
16,0.9603,0.12849592285454273,0.11522198626114762,47.89333337306975
17,0.9614,0.12739324312210082,0.11298084051916683,47.9800000421206
18,0.9624,0.12620920286774634,0.11045759719639509,48.02333336353301
19,0.9626,0.12331674426347017,0.10782626160876112,48.036666718324035
20,0.9629,0.12447275516986847,0.10770966850506282,48.033333377043405
21,0.9633,0.1248058993075043,0.10694027933716199,48.066666693687445
22,0.9633,0.12512473633289337,0.10645324567504826,48.06666672070821
23,0.9639,0.12522003065124154,0.10573646550527264,48.08000001748402
24,0.964,0.12517730373889208,0.10518066266233177,48.126666706403086
25,0.9642,0.12615362240076064,0.10495366182496393,48.1400000190735
26,0.9646,0.12679688068777323,0.10494620821638502,48.13666668256125
27,0.9645,0.1277098246719688,0.10467118415053886,48.13000002940496
28,0.9646,0.12777149090617895,0.1050781109861868,48.12000003735224
29,0.9654,0.12700930706318467,0.10373185965772615,48.14000003019969
30,0.9646,0.12830282787773759,0.10469532424949315,48.16333338816961
31,0.9654,0.12907967153191566,0.10495794214008804,48.15666671117148
32,0.9651,0.13035538677200675,0.10579491076595754,48.19333336909611
33,0.9648,0.13086954483278096,0.10545894704562687,48.16666670322419
34,0.9655,0.13091391111910344,0.10616203421782458,48.18333337783814
35,0.9651,0.13219421705603598,0.10639988192082532,48.176666711966206
36,0.9652,0.13214610991179943,0.10573066557417134,48.16333335399628
37,0.9652,0.13253976339250803,0.10639333512205228,48.19666668017705
38,0.9655,0.13265224895328284,0.10618496753372096,48.17000000079473
39,0.9657,0.13322056381255387,0.10608275498198169,48.17666669607162
40,0.9655,0.13436611118630973,0.1072671298628579,48.20333336273829
41,0.9656,0.13443772154578473,0.10707801927768766,48.17333337704343
42,0.9658,0.13518271398246287,0.10735824666442753,48.18666670640309
43,0.9658,0.13589542714208364,0.10785294647253321,48.17000004053116
44,0.9655,0.13653280163034798,0.10819261880961616,48.20333337465922
45,0.9661,0.13704578174370108,0.10849368698417404,48.2066667230924
46,0.9658,0.13751233797445894,0.1087101188605688,48.19666670958201
47,0.9661,0.1380137557350099,0.10897191139096492,48.20000004371008
48,0.966,0.13875847423411905,0.10941783028784575,48.20000006119411
49,0.9658,0.1391327823878266,0.1098244384280666,48.19000004212062
50,0.9659,0.13945403811708093,0.10993637941108507,48.200000034173335
51,0.966,0.14025250070504844,0.11037831347592343,48.20000002384185
52,0.9658,0.14069887032601983,0.11074427079387793,48.1966667175293
53,0.9657,0.14100543447565286,0.11088202727619416,48.20333334843317
54,0.9662,0.14167861365815623,0.11127554356920333,48.2033333905538
55,0.966,0.14190497947484254,0.11129600919863837,48.20333336353302
56,0.966,0.14236111948037286,0.11155859000492901,48.203333391348515
57,0.9658,0.1426593114277348,0.11177380460839355,48.203333371480305
58,0.9657,0.14307721362677403,0.11204143541822546,48.2066666706403
59,0.9659,0.14346264600902794,0.1122174421290738,48.20333339532217
60,0.9657,0.14379463312998414,0.11243040215964367,48.20333338737489
61,0.9658,0.14416651020031424,0.1126776042512582,48.2100000190735
62,0.9661,0.144569281899184,0.11295209135680379,48.20333336432775
63,0.9658,0.14483506495282053,0.1130202447276557,48.20000003099441
64,0.9659,0.14521579566616566,0.11335407254203879,48.206666715145126
65,0.9659,0.14560188577976077,0.1135411164993745,48.20333335240683
66,0.966,0.14582903094459326,0.11363772038974977,48.20333336512246
67,0.966,0.14616006428338588,0.11381078082743384,48.2033333381017
68,0.966,0.14644850237211213,0.11394938172427932,48.210000034173326
69,0.9658,0.14660416928827763,0.11405421323605286,48.213333373864494
70,0.9658,0.14698186358585955,0.11433609732692293,48.21000005006792
71,0.966,0.14734123351778836,0.11458199801084813,48.210000057220455
72,0.966,0.14758319548312573,0.1146844783750597,48.20333337306976
73,0.9659,0.1477818602517247,0.1147676250646266,48.210000027815504
74,0.9659,0.14814835378229618,0.1150221386719152,48.20333335558573
75,0.966,0.1484039496384561,0.11521366952422647,48.206666683355955
76,0.9661,0.14866574018634857,0.11536975150634364,48.21000005324682
77,0.966,0.1488381683409214,0.11544963916174351,48.206666707992554
78,0.9659,0.14906535418406128,0.11558089559108442,48.21000001589458
79,0.9661,0.14939974185824395,0.11582311663676427,48.20999999205269
80,0.9663,0.14970445059724152,0.11599643271121414,48.210000024636585
81,0.9661,0.14987780078426002,0.11610328569896629,48.21000002145767
82,0.966,0.15015239681117237,0.11625737094545469,48.20666667540869
83,0.9661,0.15040134972184896,0.11641733609431659,48.21333336194356
84,0.9661,0.15051829481115564,0.1164793590291192,48.2133333738645
85,0.9661,0.1507396019525826,0.11661592910398946,48.21000003178915
86,0.9661,0.15101581244282425,0.11679408636679328,48.21666670719782
87,0.9661,0.15122232572436334,0.11693365785194894,48.209999999999994
88,0.9661,0.15137556906361133,0.1170403808554826,48.210000047683714
89,0.9661,0.1515691360701807,0.11714741234528626,48.216666695276885
90,0.9663,0.1518046540422365,0.11731336119021185,48.20999998966853
91,0.9661,0.15202918590754272,0.11743678048811347,48.213333396911615
92,0.9662,0.15232061941903086,0.11761148642656595,48.213333388964315
93,0.9663,0.15249387091725367,0.1177175434499045,48.21000002940496
94,0.9662,0.15265702185742558,0.11782678970556054,48.21666670799256
95,0.9663,0.15290142353484407,0.11798936261392207,48.213333359559364
96,0.9662,0.15308403803277762,0.11808122909319958,48.21666670163474
97,0.9661,0.15320427478840576,0.11815053798896354,48.2166667151451
98,0.9663,0.1534576365403831,0.11834408326406169,48.22000004927315
99,0.9661,0.15361659311484546,0.11841379716540047,48.216666714350374
100,0.9662,0.1538543780650012,0.11859487271838752,48.21333336989086
101,0.9661,0.15401125046908856,0.11867140359017872,48.21666669607163
102,0.9662,0.1542411797873676,0.11883432236629997,48.21666670084001
103,0.9661,0.15440050909137354,0.11890850170142517,48.21666671355565
104,0.9661,0.15454316215282307,0.1189724298530164,48.21666671276093
105,0.9662,0.1547562256217003,0.11913886289975015,48.216666686534886
106,0.9662,0.15492243823036553,0.11923836571556995,48.21999997218452
107,0.9662,0.1551071391168982,0.11933021592821987,48.216666676998145
108,0.9661,0.15521724063444417,0.11940589840112559,48.22000006437301
109,0.9662,0.15544731362793973,0.1195699080499345,48.22333338101705
110,0.9661,0.15557574421539902,0.11964547278114077,48.220000010331475
111,0.9662,0.15576055489480495,0.11977769392046596,48.223333341280615
112,0.9662,0.1559702835669741,0.11990515813713276,48.22333333253861
113,0.9661,0.1560812659651041,0.11998027132947588,48.223333372275036
114,0.9662,0.1562731432348257,0.1200973249865939,48.22333336114884
115,0.9662,0.1564271786853671,0.12020670220448855,48.22333338419597
116,0.9662,0.15657085546776653,0.1203049091014178,48.22333335002265
117,0.9662,0.15672177948681637,0.12041684195740571,48.2233333436648
