round,test_acc,test_loss,train_loss,val_loss,train_acc,val_acc
0,0.1996,2.2691081798553467,2.3073890006077007,2.3075259197955273,0.09878335695618076,0.09839352181863013
1,0.2556,2.185501083755493,2.2606373611819657,2.2610903042719905,0.17897656503205606,0.1784893834293945
2,0.2309,2.151562022399902,2.178028941763123,2.1783520698311944,0.25486080701259917,0.2556017107379697
3,0.2459,2.086156784629822,2.143339413237703,2.1439822483900475,0.2164351110415068,0.21553750773755279
4,0.2847,2.116721277999878,2.067207216374061,2.0688611827072596,0.25827203528780157,0.25336191617012965
5,0.2059,2.202213121032715,2.0793287760666916,2.0803936857147884,0.2849363668244606,0.2876240088027221
6,0.1819,2.8181578037261965,2.1973058200914712,2.199513221464552,0.2351661686257974,0.2330866652588931
7,0.3149,2.994674132537842,2.865940338980278,2.870090507160921,0.19530370481342968,0.19356443018582964
8,0.1236,2.729045076370239,3.107214499255448,3.110912525200712,0.2942826927375859,0.29247426464322135
9,0.1939,2.738753541183472,2.5860215979055665,2.5937326826815563,0.16370283231062321,0.16627213488239914
10,0.3492,2.54363600769043,2.834515263353201,2.8368573345457055,0.200759269447194,0.19832558085241014
11,0.228,2.2080150039672852,2.5484798517921243,2.5569805093773077,0.3690598881971649,0.3678687603426861
12,0.2725,2.346993438720703,2.2735116767262062,2.280950914493138,0.21917599192429238,0.21794889870041043
13,0.4758,2.2922244850158693,2.2832738728900726,2.287536435569162,0.26019359975023143,0.2511548360746093
14,0.3632,1.8601706531524658,2.2936599390696664,2.297769097150325,0.5007437930255674,0.49841881674053795
15,0.1767,2.3025293205261232,1.8064826880493314,1.8139453229491298,0.41447214606483823,0.40640532803040463
16,0.411,2.2969025899887083,2.1663845402236883,2.1746731852782264,0.18837591849547547,0.18885353793369014
17,0.5215,1.522523949432373,2.3296021354534453,2.336019720742878,0.47066244367580784,0.46346123614683493
18,0.4372,1.6370866806030273,1.4762393951650317,1.4805028995476353,0.5693946961295018,0.5694330901359406
19,0.4848,1.4622823358535766,1.5582028432948891,1.563694611474796,0.4757690004921606,0.4752711962219149
20,0.4857,1.587359578514099,1.3559237762893632,1.3579069119585188,0.5640540469998923,0.5598027145974538
21,0.3437,1.7146862854003906,1.5568687190307067,1.5578094623197338,0.5159757022636299,0.512539573271524
22,0.5035,1.9395416122436524,1.6151061151737114,1.6087850939900918,0.3940802793017483,0.4010904810004443
23,0.3568,1.7741657724380493,2.151583562486765,2.147768132415394,0.547921567904928,0.5482691530201703
24,0.4853,1.7374148393630982,1.579084562561642,1.5774329357935115,0.43415781168232487,0.43157601007257
25,0.2542,2.0715624912261963,1.8386215803865373,1.8323621740765728,0.4804846352741668,0.48325897064616136
26,0.4092,2.1699376062393188,2.0937568373834585,2.088897760227795,0.2718862509348493,0.2706075581082478
27,0.3348,1.998703603553772,2.210414367615678,2.194569467403401,0.4390668505848241,0.44176611885970646
28,0.3691,2.0124560581207276,2.1031649819793956,2.09892900612212,0.31573638905674334,0.3160502564782005
29,0.4235,1.4770548685073852,1.8224679344318957,1.8262250695642412,0.43428584340958337,0.4327072146091437
30,0.5857,1.372580855178833,1.496142848363639,1.4933075667284306,0.4661504014557099,0.46058194100419836
31,0.5,1.3939483880996704,1.2962920706840975,1.299135918774421,0.5989087315095462,0.5908220173482629
32,0.5703,1.3479809381484986,1.1723218913461029,1.1752466255678466,0.5451612303342548,0.5432376868067739
33,0.5893,1.2159284170150757,1.0636694610934598,1.0660434720930771,0.6380446353613797,0.6323273372720154
34,0.6167,1.1306282726287842,0.9683272258783401,0.9598049619081187,0.6646902394537259,0.6662550917362424
35,0.605,1.3227500598907471,0.9760198649583443,0.9720846356324686,0.6426834814286818,0.646880831747121
36,0.6406,1.1265319787979127,1.1509836558333304,1.142679001204588,0.6724719962674909,0.6740934312565403
37,0.5541,1.5494319522857667,1.148639921979756,1.154386622549434,0.6686122739397251,0.6712597710082946
38,0.5728,1.4567545110702516,1.2121905461064335,1.199642493399311,0.6680942833146558,0.6718089592044224
39,0.6247,1.3722129112243653,1.2544852294019497,1.2595116055538162,0.6379585111878243,0.6419048311138629
