0,1,2,3,4
Round,train_losses,train_accs,val_Losses,val_accs
0,4.598140279755338,0.0,4.590037403684674,0.0
1,4.599668477327769,0.0,4.588091257846717,0.0
2,4.599225819565867,0.0,4.582544124487675,0.0
3,4.64656329700965,0.0,4.617815219994747,0.0
4,4.736266471047438,0.0,4.689433560226902,0.0
5,4.698731848301779,0.0,4.643526250665838,0.0
6,4.427785043498032,0.0,4.410079681512081,0.0
7,4.3411212695463925,0.007633587786259542,4.327240698265307,0.0
8,4.2890499893945595,0.04580152671755725,4.281907392270638,0.015151515151515152
9,4.241008194348284,0.03816793893129771,4.228917114662401,0.015151515151515152
10,4.227373902124303,0.05343511450381679,4.215840498606364,0.015151515151515152
11,4.2060402076662955,0.05725190839694656,4.189313585107977,0.015151515151515152
12,4.195326502996546,0.053435114617566115,4.179077668623491,0.015151515151515152
13,4.172650175240204,0.061068702290076333,4.156341610532818,0.015151515151515152
14,4.15612859580353,0.06870229007633588,4.135603673530348,0.015151515151515152
15,4.145513246987612,0.07251908408321497,4.11632607199929,0.015151515151515152
16,4.141342365104734,0.07251908408321497,4.110163341869008,0.015151515151515152
17,4.104573395416026,0.0916030534351145,4.069026383486661,0.030303030303030304
18,4.10032763007943,0.10305343534200247,4.062050862745806,0.045454545454545456
19,4.0842381288077085,0.11068702301451268,4.040553468646425,0.06060606060606061
20,4.052971537786585,0.11450381679389313,4.011334144707882,0.06060606060606061
21,4.040530135613362,0.11450381679389313,3.99708857680812,0.06060606060606061
22,4.024892779706999,0.122137404693902,3.9844746734156753,0.06060606060606061
23,4.013135649775731,0.12595419847328243,3.9704783179543237,0.07575757575757576
24,3.9852045801759677,0.12595419847328243,3.948649955518318,0.06060606060606061
25,3.9643995488872963,0.14885496205955973,3.929148818507339,0.09090909090909091
26,4.034606698815149,0.049618320724436345,3.98527564424457,0.015151515151515152
27,3.9965865557430353,0.12595419847328243,3.934770562432029,0.09090909090909091
28,3.9954139494713936,0.05725190839694656,3.935970450892593,0.030303030303030304
29,3.991825882715123,0.1374045803801704,3.9252531745217065,0.10606060606060606
30,3.9612176381904662,0.0916030534351145,3.9055482257496226,0.030303030303030304
31,3.9629492213707844,0.1297709923664122,3.897843924435702,0.10606060606060606
32,3.937466932617071,0.08015267175572519,3.885762431404807,0.030303030303030304
33,3.944712786274102,0.13358778648704062,3.8836259841918945,0.10606060606060606
34,3.9178739322050835,0.0954198474419936,3.868559606147535,0.07575757575757576
35,3.922761039879486,0.12213740480765131,3.868895313956521,0.10606060606060606
36,3.895751228769317,0.12595419858703177,3.8568079327092026,0.09090909090909091
37,3.9034481758379753,0.122137404693902,3.8605365030693286,0.09090909090909091
38,3.8800024221871645,0.14503816805268063,3.845828135808309,0.09090909090909091
39,3.888112142795825,0.1259541987007811,3.844376867467707,0.07575757575757576
40,3.863636570122406,0.13358778625954199,3.838099970962062,0.09090909090909091
41,3.8831694690325786,0.12595419847328243,3.837516929164077,0.07575757575757576
42,3.846863120566798,0.10687022900763359,3.836168708223285,0.09090909090909091
43,3.901238592526385,0.11832061080077222,3.86401096979777,0.07575757575757576
44,3.8697184351564364,0.08396946564885496,3.8602798490813286,0.09090909090909091
45,3.8788426704989134,0.1297709923664122,3.8446165503877583,0.06060606060606061
46,3.86326759826136,0.08778625965573406,3.855540795759721,0.06060606060606061
47,3.856369251513299,0.12595419847328243,3.8323847452799478,0.07575757575757576
48,3.8372379841695303,0.09541984732824428,3.8355641798539595,0.09090909090909091
49,3.8406665907561326,0.122137404693902,3.8249075918486626,0.07575757575757576
50,3.8174449469296987,0.11832061080077222,3.817325953281287,0.09090909090909091
51,3.6528567812824977,0.10305343522825314,3.6330349011854692,0.10606060606060606
52,3.46948332458962,0.2595419847328244,3.461606249664769,0.19696969696969696
53,3.721244304234745,0.08396946576260428,3.6951621662486684,0.09090909090909091
54,3.3968076997130883,0.23664122148779512,3.398528165889509,0.22727272727272727
55,3.7185093027944784,0.07633587797634474,3.722870349884033,0.09090909090909091
56,3.3514647611224926,0.23664122160154444,3.3667041243928852,0.21212121212121213
57,3.710821668610318,0.0916030534351145,3.7244148687882856,0.10606060606060606
58,3.325567764180307,0.25572519083969464,3.3469268408688633,0.24242424242424243
59,3.723922780451884,0.07633587786259542,3.7502814639698374,0.06060606060606061
60,3.25609476511715,0.25572519083969464,3.296277580839215,0.30303030303030304
61,3.741706456846863,0.08015267175572519,3.7728939200892593,0.07575757575757576
62,3.24908492401356,0.27099236652596304,3.298260854952263,0.30303030303030304
63,3.64121191738216,0.12595419847328243,3.6901496323672207,0.06060606060606061
64,3.176856894529503,0.2900763358778626,3.238495566628196,0.30303030303030304
65,3.6677921873922568,0.11450381679389313,3.708915695999608,0.07575757575757576
66,3.1273528146379777,0.2862595419847328,3.215086843028213,0.3181818181818182
67,3.629662972370177,0.10687022912138291,3.701405005021529,0.09090909090909091
68,3.1435538721448593,0.2824427483191017,3.239479180538293,0.30303030303030304
69,3.551609754562378,0.13358778625954199,3.632995128631592,0.09090909090909091
70,3.109120492716782,0.293893129998491,3.218517202319521,0.2727272727272727
71,3.5431322869453723,0.1297709923664122,3.620978326508493,0.09090909090909091
72,3.1241894314307292,0.2748091603053435,3.2488376010547984,0.2878787878787879
73,3.4856898475239295,0.15267175595268948,3.588702577533144,0.13636363636363635
74,3.134318710283469,0.2900763363328599,3.260867956912879,0.25757575757575757
75,3.35684398658403,0.17175572530458902,3.485176274270722,0.18181818181818182
76,2.866229443149712,0.2786259541984733,3.1099032055247915,0.21212121212121213
77,2.8812219878189436,0.31297709923664124,3.076456243341619,0.30303030303030304
78,2.9194224281165435,0.28625954209848214,3.151559916409579,0.21212121212121213
79,2.6688283235972166,0.3435114503816794,2.9117983976999917,0.2878787878787879
80,3.1698640630445407,0.20992366423588674,3.4242276133912983,0.18181818181818182
81,2.392278199887458,0.3931297714473637,2.6943648511713203,0.30303030303030304
82,3.88932595544189,0.061068702403825656,4.11093097744566,0.10606060606060606
83,2.129616910264692,0.43129771015116275,2.5420098304748535,0.3333333333333333
84,4.34014219546136,0.022900763358778626,4.488421440124512,0.045454545454545456
85,2.322293885791575,0.4083969466786348,2.7677437608892266,0.24242424242424243
86,3.4496083423381543,0.15267175572519084,3.6458660183530864,0.16666666666666666
87,2.3545627903392297,0.40458015267175573,2.824532176509048,0.25757575757575757
88,3.3519087037967363,0.19465648866336765,3.5759971792047676,0.21212121212121213
89,2.3497035494287504,0.3931297709923664,2.8491438085382637,0.2878787878787879
90,3.194529385967109,0.2366412213740458,3.462996078260017,0.22727272727272727
91,2.3578465785689025,0.3702290078610864,2.846331921490756,0.3181818181818182
92,3.1336551021983605,0.23664122160154444,3.4429567510431465,0.24242424242424243
93,2.3424022943918943,0.4083969470198828,2.853429245226311,0.2727272727272727
94,3.1917998299343897,0.22519083992215513,3.5312331806529653,0.22727272727272727
95,2.452252081332316,0.3702290078610864,2.9442154855439155,0.22727272727272727
96,3.038664810530102,0.2709923666397124,3.4608060844016797,0.2878787878787879
97,2.5175651084375748,0.36641221396795665,3.035642147064209,0.25757575757575757
98,2.9777254384892586,0.2824427480916031,3.400490341764508,0.30303030303030304
99,2.510570018346073,0.3587786261816971,3.0167404521595347,0.2878787878787879
100,2.978968336381985,0.29770992366412213,3.42398670947913,0.3181818181818182
101,3.7275009628470617,0.0916030534351145,4.214527014530066,0.06060606060606061
102,3.370872048021273,0.2099236641221374,3.908149733687892,0.21212121212121213
103,3.5826892361386133,0.09541984732824428,4.041446859186346,0.09090909090909091
104,3.6386371277670824,0.15648854984581925,4.180088288856275,0.13636363636363635
105,3.1704903904718296,0.13740458026642108,3.6149010080279727,0.12121212121212122
106,3.4805539910119907,0.19465648877711697,4.020259423689409,0.18181818181818182
107,2.9284687570033183,0.16030534351145037,3.4384354678067295,0.13636363636363635
108,3.573058687093604,0.16793893152520856,4.155595179760095,0.15151515151515152
109,2.774032620073275,0.20610687034275696,3.3723466179587622,0.16666666666666666
110,3.7062054062617644,0.1335877863732913,4.288530031840007,0.13636363636363635
111,2.7506122825709918,0.2137404581290165,3.3695898056030273,0.19696969696969696
112,3.5673929261797257,0.15267175583894016,4.172322807889996,0.15151515151515152
113,2.6735405212140266,0.2480916035084324,3.296223293651234,0.19696969696969696
114,3.4971505940415475,0.13358778648704062,4.143899397416548,0.12121212121212122
115,2.660637355032768,0.25954198484657376,3.3415785197055703,0.22727272727272727
116,3.7433473608876002,0.11832061080077222,4.382591594349254,0.09090909090909091
117,2.6876879302599956,0.2557251910671933,3.405933206731623,0.22727272727272727
118,3.8122686611787056,0.11068702290076336,4.433646888443918,0.12121212121212122
119,2.7656933242128097,0.25190839717406355,3.5375029318260425,0.19696969696969696
120,3.433731284760337,0.14503816816642995,4.063273820010099,0.13636363636363635
121,2.8209354895671814,0.255725190953444,3.621389143394701,0.22727272727272727
122,3.208514386460981,0.15648854973206994,3.8580993739041416,0.15151515151515152
123,2.989594512313377,0.22900763358778625,3.8078403653520527,0.18181818181818182
124,2.999160358923992,0.17175572541833833,3.696911147146514,0.15151515151515152
125,-1,-1,-1,-1
126,-1,-1,-1,-1
127,-1,-1,-1,-1
128,-1,-1,-1,-1
129,-1,-1,-1,-1
130,-1,-1,-1,-1
131,-1,-1,-1,-1
132,-1,-1,-1,-1
133,-1,-1,-1,-1
134,-1,-1,-1,-1
135,-1,-1,-1,-1
136,-1,-1,-1,-1
137,-1,-1,-1,-1
138,-1,-1,-1,-1
139,-1,-1,-1,-1
140,-1,-1,-1,-1
141,-1,-1,-1,-1
142,-1,-1,-1,-1
143,-1,-1,-1,-1
144,-1,-1,-1,-1
145,-1,-1,-1,-1
146,-1,-1,-1,-1
147,-1,-1,-1,-1
148,-1,-1,-1,-1
149,-1,-1,-1,-1
150,-1,-1,-1,-1
151,-1,-1,-1,-1
152,-1,-1,-1,-1
153,-1,-1,-1,-1
154,-1,-1,-1,-1
155,-1,-1,-1,-1
156,-1,-1,-1,-1
157,-1,-1,-1,-1
158,-1,-1,-1,-1
159,-1,-1,-1,-1
160,-1,-1,-1,-1
161,-1,-1,-1,-1
162,-1,-1,-1,-1
163,-1,-1,-1,-1
164,-1,-1,-1,-1
165,-1,-1,-1,-1
166,-1,-1,-1,-1
167,-1,-1,-1,-1
168,-1,-1,-1,-1
169,-1,-1,-1,-1
170,-1,-1,-1,-1
171,-1,-1,-1,-1
172,-1,-1,-1,-1
173,-1,-1,-1,-1
174,-1,-1,-1,-1
175,-1,-1,-1,-1
176,-1,-1,-1,-1
177,-1,-1,-1,-1
178,-1,-1,-1,-1
179,-1,-1,-1,-1
180,-1,-1,-1,-1
181,-1,-1,-1,-1
182,-1,-1,-1,-1
183,-1,-1,-1,-1
184,-1,-1,-1,-1
185,-1,-1,-1,-1
186,-1,-1,-1,-1
187,-1,-1,-1,-1
188,-1,-1,-1,-1
189,-1,-1,-1,-1
190,-1,-1,-1,-1
191,-1,-1,-1,-1
192,-1,-1,-1,-1
193,-1,-1,-1,-1
194,-1,-1,-1,-1
195,-1,-1,-1,-1
196,-1,-1,-1,-1
197,-1,-1,-1,-1
198,-1,-1,-1,-1
199,-1,-1,-1,-1
200,-1,-1,-1,-1
