round,test_acc,test_loss,train_loss,val_acc
0,0.3371,2.0335904243469236,2.0318892483303808,16.83999997961521
1,0.3676,1.9093617088317871,1.906090499253395,18.075999984860417
2,0.3843,1.8665177263259887,1.862268472949717,19.171999985456463
3,0.4014,1.8155565099716187,1.8098635507393905,19.551999969959258
4,0.4105,1.787812327003479,1.7807456102358485,20.043999970674513
5,0.4217,1.7870169445037842,1.7782330919044198,20.50399999403954
6,0.4273,1.7614611351013183,1.7504653343052978,20.664000000953678
7,0.4317,1.7571583276748657,1.7458045607510808,20.787999983310694
8,0.4356,1.7376803718566896,1.7229489258452957,20.9239999909401
9,0.438,1.7095563568115235,1.6924476518745573,21.192000010251988
10,0.4392,1.7044182468414306,1.6857762832698893,21.020000000238422
11,0.4445,1.6788186616897582,1.6557977299219138,21.568000001430512
12,0.4481,1.6750697999954223,1.6517332090172812,21.687999973297124
13,0.4477,1.668756968688965,1.6414979433758712,21.564000026464456
14,0.4486,1.649573027420044,1.6187623864181524,21.788000003814698
15,0.4528,1.6460390628814696,1.6136554396932365,21.80799999737739
16,0.4522,1.6362863986968994,1.6012891733566812,21.831999996900556
17,0.4585,1.637630157470703,1.60068110280107,22.068000001668935
18,0.4612,1.6119345090866088,1.5712633774563844,22.191999973297122
19,0.4554,1.6239546447753905,1.5801456037669062,22.07200001049042
20,0.4601,1.598358313369751,1.5519139110548634,22.12800000047683
21,0.4607,1.5947930456161499,1.5437971601976408,22.472000020742428
22,0.4593,1.587786919784546,1.53362214105629,22.27199998831749
23,0.4677,1.5654685411453246,1.5076521387501296,22.903999997615813
24,0.4629,1.5722646850585937,1.5129168037801621,22.711999981641764
25,0.4683,1.5655767959594726,1.5027553511748166,22.744000012159354
26,0.4683,1.5578172916412354,1.4899945607522784,22.78399995923042
27,0.4648,1.5575516960144042,1.4855518526992748,22.86799999594688
28,0.4667,1.5554737743377685,1.4815659310056943,22.947999999046328
29,0.4614,1.5550299018859863,1.4766409928680897,22.711999982118595
30,0.4654,1.5360128953933716,1.4566090604141653,22.975999995470048
31,0.4666,1.5317464372634888,1.4475076926375265,23.059999962091446
32,0.4693,1.527430277633667,1.4375620858946219,23.168000013589857
33,0.473,1.514907894706726,1.4254087472534942,23.29199997019768
34,0.4698,1.5315716470718383,1.440658365219076,23.10799998807907
35,0.4787,1.505559148788452,1.4062464516376145,23.536000024080273
36,0.4733,1.504315852355957,1.400992374942204,23.39599997329712
37,0.4729,1.5124826433181762,1.404745242261441,23.343999989509584
38,0.4778,1.5052032356262206,1.3946769682460216,23.711999994993207
39,0.4717,1.504094434738159,1.3910008098127369,23.411999983549112
40,0.4759,1.496119252204895,1.3758581850239044,23.66799997639656
41,0.4733,1.4978073850631715,1.3756577972433117,23.59599999690056
42,0.4721,1.4942095664978028,1.3695225437715626,23.408000015974043
43,0.4769,1.4892486856460572,1.3609040253916789,23.727999989747993
44,0.481,1.4844160020828248,1.3506616573817585,23.82400000500679
45,0.4808,1.4788695096969604,1.338754226346519,23.70799998784065
46,0.4826,1.4809421911239624,1.3383142446102858,24.00799999892712
47,0.4846,1.477589838409424,1.3346245788954922,23.939999987125393
48,0.4849,1.4654323526382447,1.3137195828728112,23.91599997162819
49,0.4799,1.4673625862121582,1.3096865452211275,23.739999995946885
50,0.4864,1.4563008354187013,1.295298037387341,23.963999991416927
51,0.4842,1.4659518718719482,1.3070916975451725,23.86799998903274
52,0.4843,1.4588803508758545,1.2895762074678065,24.011999979972842
53,0.4826,1.463751531982422,1.2899522571761073,23.88799996447563
54,0.4831,1.4578977468490601,1.2805293377537594,24.024000041723248
55,0.4905,1.4556128772735595,1.2759260761610498,24.240000009059912
