round,test_acc,test_loss,train_loss,val_acc
0,0.1063,2.3297044982910156,2.32090791677011,5.332000004410744
1,0.14,2.299946786880493,2.27308372247366,7.1700418742141965
2,0.1,2.325401533126831,2.302324799245163,4.996
3,0.1121,2.346631079483032,2.3271427364814548,5.479999992534518
4,0.1046,2.6575352088928224,2.663001299920189,5.171999998062849
5,0.1029,2.9937351833343504,3.0031022357944663,5.128000005453825
6,0.1051,3.392248121643066,3.325347988229525,5.260000000566245
7,0.1029,3.52943251991272,3.5427071669341657,5.136000009864569
8,0.0999,3.1755396183013915,3.1785784254588014,5.004
9,0.1236,2.7124773818969725,2.716798453163769,6.075999992579222
10,0.1013,2.757027797317505,2.76014584976297,5.039999999895692
11,0.1688,2.7177415340423585,2.7219358462860277,8.543999951794744
12,0.1077,2.6766928470611573,2.6798392409538048,5.47236820867483
13,0.1497,2.9230928939819334,2.9271127771842487,7.347999999895694
14,0.1487,3.064351948928833,3.0710407735583063,7.184133892857131
15,0.1632,2.963342551422119,2.9123173121521004,7.9119999978840365
16,0.1293,3.0367376499176024,2.9628508516060683,6.26799999499321
17,0.1761,3.004335199737549,2.8802876687148147,8.424000011503695
18,0.101,2.7318977649688723,2.6712884869546203,5.047999999955295
19,0.1532,2.9575496410369873,2.959765803915827,7.428000009432436
20,0.1,3.018637285232544,2.970473936364159,5.0
21,0.1254,2.987171252822876,2.991782216003157,6.255999990940094
22,0.1089,2.8287595108032226,2.8275775390664895,5.484000003367662
